total deviance | predicted | actual
0.013235960691882782 | 0.38188437,0.32638776,0.87111634 | 0.37330160520959965,0.33459442329984135,0.8652701794495073
0.016538537370227462 | 0.104224026,0.719644,0.6925902 | 0.10297121512240498,0.7055449916495355,0.7011442031525842
0.02131882206798468 | 0.19825074,0.6810779,0.7099826 | 0.1908701778503501,0.6650717425026602,0.7219751744567474
0.01407079116786637 | 0.022249507,0.5616713,0.8290556 | 0.00864587502841824,0.5581348770228025,0.8297051933643264
0.00519544162348272 | 0.652537,0.5361698,0.5426491 | 0.6511662314227181,0.5356272208386222,0.5376672012978186
0.017445542394760795 | 0.5440469,0.6689863,0.5138409 | 0.5522700834760665,0.6682226006240144,0.4984739821822372
0.02170616535814547 | 0.9874933,0.12823012,0.08638933 | 0.9907778937968533,0.10702911730930001,0.0830899104071214
0.00824910841270854 | 0.90472126,0.41085836,0.1288406 | 0.9007859228907502,0.412446344509749,0.1359144364017491
0.012469138565756795 | 0.62895006,0.24311987,0.7445404 | 0.6252889172866984,0.23122788890819967,0.7453505439117124
0.026138801439740643 | 0.2545476,0.93770295,0.24309173 | 0.25436286482409165,0.9423633931971123,0.2173724181226905
0.013180925141122266 | 0.049162686,0.7263636,0.6909073 | 0.03640365695263389,0.7248094866284049,0.6879869052924938
0.01887168195066909 | 0.24848042,0.8255871,0.5154381 | 0.24415133518968404,0.8129143383697817,0.5287347198718038
0.01688353960101095 | 0.65810513,0.46754378,0.5972432 | 0.6653123226638347,0.4527052469442232,0.5936475997600121
0.012104580320662462 | 0.66443324,0.6484521,0.38148227 | 0.6703074498083685,0.6382955361043149,0.37850591979611997
0.00961513402973102 | 0.35462826,0.355905,0.87046796 | 0.3472211044817809,0.3600197734567811,0.8659233611137767
0.006136870378464307 | 0.68291396,0.13144314,0.72656626 | 0.6782413004970281,0.12899777041322671,0.7234281674973101
0.006286461519882186 | 0.721415,0.6609473,0.22565642 | 0.7152898955676396,0.6609077684818974,0.2270711052932849
0.009852472953031549 | 0.18001783,0.77047545,0.6188637 | 0.17659894445465718,0.762142764319503,0.6228573027692036
0.014581498094718806 | 0.7537699,0.64332867,0.15971735 | 0.743348532326787,0.6511350042398094,0.15315405884675465
0.0027891842269183054 | 0.9718418,0.20348841,0.11015907 | 0.9733486560715621,0.20220351078053636,0.1081948887503902
0.016687661332522148 | 0.8514868,0.3303711,0.41251865 | 0.8481678594731286,0.31823591597216677,0.4234822120728652
0.012413774537672251 | 0.21211933,0.8302676,0.525693 | 0.20063453770813072,0.8257735491293798,0.527108933558247
0.03755981096973044 | 0.0721176,0.585856,0.81056696 | 0.05189550252309499,0.5590992555326184,0.8274750022089774
0.010860931054456218 | 0.5203103,0.64375764,0.5709018 | 0.5219092260579904,0.6330462216726024,0.5717195474894943
0.01068341422465734 | 0.6346193,0.14210221,0.7647411 | 0.6309580079174526,0.1320688257005611,0.7644931768975538
0.020018456725910072 | 0.8975173,0.19661427,0.398236 | 0.8990882151573101,0.17678457724158944,0.40048420020614417
0.020827346358816824 | 0.5614563,0.1678577,0.81617254 | 0.5423156478535485,0.16490292543525042,0.8238329704958902
0.020184935725060273 | 0.36514348,0.6566703,0.6664521 | 0.35172231363673234,0.6461929415375806,0.6772932130156281
0.024246402450256072 | 0.14300567,0.026825989,0.9944394 | 0.12447265241391522,0.011359557803046871,0.9921580112298464
0.010738826534477677 | 0.77387226,0.62607384,0.11042485 | 0.777541121243739,0.6179599776756642,0.11642710494606477
0.008147162412742947 | 0.5903229,0.59660584,0.5539948 | 0.5872260338776208,0.5891437871858566,0.5550452082098046
0.01344240797259261 | 0.50523174,0.7116414,0.4955084 | 0.5085952438977702,0.7000004303463108,0.5013285104595063
0.01483956993846943 | 0.18913496,0.51452816,0.84171206 | 0.1876608293429376,0.5242709854192937,0.8306162453129625
0.015285334131928514 | 0.5039292,0.8636318,0.09177646 | 0.505492270444032,0.8563998384262093,0.10515170595335206
0.015715411223204693 | 0.7205038,0.6876114,0.10502371 | 0.7212509549714188,0.682239923088308,0.11977373375359086
0.023271728459779022 | 0.10820618,0.9693244,0.2280344 | 0.08526935853584634,0.9707654037638577,0.22437394534588867
0.015324777432636168 | 0.73188585,0.42323256,0.54310554 | 0.7214604756647103,0.4339166193182933,0.5396398331600747
0.012955731733666284 | 0.5963486,0.5816905,0.5623195 | 0.602485345108593,0.5761084786232757,0.5523680202435278
0.013521978161029596 | 0.31281358,0.8192974,0.48483208 | 0.31527963657281494,0.8100506695609395,0.4943851368178328
0.007892660807393908 | 0.7413507,0.3919984,0.5534952 | 0.7370282403140215,0.39561981669429314,0.5479729314650413
0.018463860664810323 | 0.9933766,0.12139831,0.034724563 | 0.9941311817281908,0.10303293750639687,0.03297585942039738
0.021494741928029058 | 0.21307124,0.90291184,0.38199016 | 0.21456804004383087,0.8910967389376415,0.3998839307179645
0.008984142491482865 | 0.5506971,0.2684722,0.7979483 | 0.5498442225053085,0.26068787915336294,0.7935446809348888
0.02707126046889843 | 0.60893434,0.7946184,0.06503311 | 0.6080523112273896,0.7929857794294941,0.038025523449748216
0.006503553988129223 | 0.79738325,0.34799427,0.5007189 | 0.7915169051945609,0.3467662723259515,0.5032436200970546
0.02704675461638512 | 0.81305045,0.2865605,0.5139402 | 0.7953770057528197,0.2859821924930695,0.5344058423113804
0.021442015589073517 | 0.6917986,0.297378,0.6662691 | 0.6880516940667538,0.2767604329130998,0.6708118432657728
0.00973017990510818 | 0.43642774,0.24884564,0.8701647 | 0.42678937607631035,0.24974702661359047,0.8691819436493514
0.007760313411178022 | 0.2882892,0.5659079,0.77961856 | 0.29183684388435077,0.5622021084342982,0.7737958683164771
0.017991430376321747 | 0.13795558,0.62353176,0.77158314 | 0.12002136135963389,0.6230374886532313,0.772928949224995
0.022845492841816823 | 0.15447754,0.3623628,0.92426705 | 0.17540660547522868,0.3630005750775936,0.9151301029083209
0.022949591177002553 | 0.8824043,0.08325711,0.46858492 | 0.8875504356031646,0.06466788040078982,0.456149415767577
0.013187726691622067 | 0.98325205,0.103257924,0.15967247 | 0.9833634702821895,0.1067658383073224,0.14696033847642023
0.008628330356835764 | 0.6345316,0.660826,0.4108639 | 0.6265881629826289,0.6601885075476792,0.41417195524567135
0.00613550047157798 | 0.74067307,0.5946351,0.3255075 | 0.7346452914490397,0.5956010808019989,0.32489328755646263
0.011759232805001171 | 0.7315871,0.643764,0.23917225 | 0.7217276690133232,0.6500323436847728,0.2378384408464624
0.03331465276099992 | 0.6626358,0.39437562,0.6447304 | 0.6614567577096107,0.3631246063324438,0.6562129821606678
0.010250408905929358 | 0.6504681,0.5711028,0.50941193 | 0.6499983403679104,0.5612825553854696,0.512312454015047
0.008754822791342355 | 0.717518,0.61228424,0.34258345 | 0.7187230274882037,0.6038634815876153,0.34465360198766914
0.020550737598224286 | 0.7634008,0.48594978,0.43214354 | 0.7742235755082856,0.4718693260048365,0.4218023166163355
0.014487379125263 | 0.1626927,0.6163935,0.77448684 | 0.1705658364677825,0.622382689304047,0.7639025353307238
0.020837141041387845 | 0.14916223,0.20772919,0.96981657 | 0.14939318445128588,0.22717263237028393,0.9623275282051634
0.013570393255660786 | 0.7994671,0.47416273,0.3742117 | 0.8034184310491677,0.473298427987686,0.3612581109329992
0.027262811766094543 | 0.34334165,0.40983826,0.85208017 | 0.3162639369749775,0.4115270062875583,0.854764672447971
0.013566203450084021 | 0.44029403,0.8179011,0.37756875 | 0.4278787069096087,0.8186853996304674,0.38298045459953073
0.01470006417323296 | 0.58892983,0.68766004,0.43442443 | 0.5934014887983562,0.6745048600318678,0.4392241647328673
0.027524825199785306 | 0.7721166,0.06924784,0.6377148 | 0.7670396786180144,0.04230996370822003,0.6402030915237619
0.012202251284813032 | 0.78512865,0.53710204,0.31698272 | 0.7903391440007447,0.5281033325697543,0.31059766191793764
0.011637063417623888 | 0.6357233,0.49139497,0.60239434 | 0.6339298209708424,0.4804853414890191,0.6060254274352326
0.019562994969919038 | 0.050384596,0.14968954,0.98963374 | 0.0317862554472979,0.1553122504658005,0.9873539075832372
0.023336747554114 | 0.55372906,0.48225072,0.68665045 | 0.5684638840817929,0.46657248374545296,0.677612669529017
0.008089731307726309 | 0.85439223,0.020427251,0.5237873 | 0.8490841682897345,0.016022830781005255,0.5280145301537573
0.014943884708012091 | 0.05310662,0.1269239,0.99362487 | 0.043797577936375114,0.11530181976019202,0.9923644806858493
0.007593934970224644 | 0.7904983,0.29096225,0.5475633 | 0.7874048367448386,0.2840427657479666,0.5470953575905024
0.010013837808468299 | 0.2742145,0.20536664,0.94457555 | 0.2652098456226234,0.20130118387323728,0.9429430370685481
0.004066497034066624 | 0.23527546,0.8697415,0.43928328 | 0.23272838605092258,0.8669333356618435,0.4407540015069203
0.011993071259108017 | 0.4568545,0.47711426,0.75757927 | 0.4512350590883482,0.46693024268627187,0.7605018539849026
0.02696931149143094 | 0.28387958,0.29488713,0.9187821 | 0.2572857554204704,0.2912464486966287,0.921400860743748
0.01778117333021077 | 0.35462826,0.355905,0.87046796 | 0.3396715610900252,0.34703431467754764,0.8741798527894302
0.005154920279302439 | 0.85553926,0.5050246,0.14261344 | 0.8533799279806158,0.5008152699503537,0.1446608582317743
0.01881427733379776 | 0.08063969,0.9998941,0.030557066 | 0.062014750449042755,0.9975668994293324,0.031850461373286676
0.032176986403216486 | 0.2377253,0.4430395,0.8707972 | 0.21128890280740587,0.4267959924815567,0.8793191572757445
0.013323728011554589 | 0.5385958,0.25658405,0.80968887 | 0.5302317414982547,0.24633531234636485,0.8112787524636318
0.009179346292664951 | 0.72479403,0.5296034,0.44640192 | 0.7216568491915771,0.5348149423777813,0.4395274387616043
0.031868313815716066 | 0.26296175,0.96525484,0.08191189 | 0.25662760834608433,0.9651807392846581,0.05067949435905426
0.021247299528414577 | 0.27963,0.42279464,0.86758727 | 0.25879648800380833,0.41946351758038647,0.8701004167427938
0.023239271618576456 | 0.63076407,0.071296155,0.7782131 | 0.6344387450967639,0.049385909398734495,0.7713938751849818
0.018348339408670398 | 0.63135165,0.507029,0.5946944 | 0.631276940234751,0.4898904010673968,0.6012460558455879
0.022707601857864208 | 0.36266023,0.71579605,0.60461605 | 0.3724107489153564,0.6969894043468144,0.6127936066250823
0.008431772561378593 | 0.4614715,0.6152192,0.6504387 | 0.461737500566753,0.6084091826105656,0.6454740483439371
0.008401153319393619 | 0.48309082,0.6074588,0.6408877 | 0.48066919066341446,0.5994632439245867,0.640000740882688
0.005043657435578929 | 0.68427896,0.461864,0.5727896 | 0.6817477252946729,0.45834650201979105,0.5702091924388459
0.005448190788992541 | 0.69468105,0.7187895,0.07248542 | 0.6903534234934483,0.7201302285786219,0.06945937343640012
0.014855123856013366 | 0.8675055,0.40831813,0.2863941 | 0.8597480473580656,0.42051080665048884,0.2898343605477941
0.010509063271363197 | 0.09585062,0.977068,0.19425473 | 0.09016541272043786,0.9750478564540263,0.20285925163364316
0.02040581022106425 | 0.5453112,0.6437983,0.5462891 | 0.5320320331903402,0.6355926943688548,0.559431713906436
0.011382004985276875 | 0.55372906,0.48225072,0.68665045 | 0.5492945824146038,0.4721504672410759,0.6894558709692736
0.021611335748053812 | 0.6274616,0.3245984,0.71551234 | 0.6362271816357766,0.30628899502773926,0.7080974684834667
0.01620065588058513 | 0.74787736,0.44738096,0.49632367 | 0.7561317419499723,0.4397156306077622,0.48468025853640695
0.007014986491004375 | 0.623361,0.54933375,0.5642368 | 0.6172613167315891,0.5463962068965664,0.5660738926640491
0.020665754753055307 | 0.7132431,0.6966141,0.09660074 | 0.7157703665406248,0.6887132417122529,0.11552858119313895
0.015086818109156495 | 0.7458368,0.63328683,0.22124091 | 0.7339912034959071,0.6425449956964048,0.21998373052600312
0.018714658318379974 | 0.43322167,0.89107376,0.15985397 | 0.4413238797406091,0.885743111015752,0.14384844267086647
0.01011095500665733 | 0.012835877,0.98919994,0.15247145 | 0.018196265072140116,0.9894247343786381,0.14390132361165403
0.00868770075469355 | 0.39850238,0.30297714,0.8730131 | 0.3962637301778395,0.30658869871491823,0.8654353967604037
0.007483043597209157 | 0.21730433,0.40393627,0.8937251 | 0.21288849096590493,0.3980620548856229,0.892314457394082
0.0069066549281909416 | 0.121331185,0.98896426,0.12139109 | 0.12307929696917523,0.9843382956491291,0.12621254444840782
0.014373968703251503 | 0.43708697,0.67745006,0.6009639 | 0.42978327878037936,0.6673883010183346,0.6081769388464574
0.02301763028926624 | 0.85553926,0.5050246,0.14261344 | 0.8636781499285759,0.48349453221878425,0.14245381936084148
0.014792468767737118 | 0.6738038,0.46762717,0.5802092 | 0.6774679290439565,0.45332778997239287,0.5792504811872311
0.009536420041922542 | 0.059507787,0.687354,0.7279356 | 0.06729342475306423,0.6818646855902145,0.7283763762849272
0.013249549519036436 | 0.6666617,0.6984979,0.2711189 | 0.6550258369540747,0.7044114278573712,0.27339658598189076
0.01340108360924661 | 0.22507943,0.28042325,0.9392604 | 0.2160364231749397,0.2705969438542682,0.9381394127945528
0.010119030529915654 | 0.18900049,0.42121497,0.8917337 | 0.1848982702041226,0.4119784344769418,0.8922367394371584
0.015794325599858976 | 0.28817207,0.39690113,0.87838095 | 0.2726347444906271,0.3981880791724051,0.8758518994108084
0.007485389519866674 | 0.65963936,0.43455905,0.62050074 | 0.6599209996785212,0.42758364497876716,0.6177997254207652
0.016846271997216247 | 0.26741713,0.9512002,0.17725703 | 0.26196657953830227,0.9514985411307354,0.16131967465589833
0.015956820477674275 | 0.7027129,0.71449655,0.026312798 | 0.7087302654511091,0.7053259017650888,0.014723557072423355
0.0070764308028283965 | 0.4115074,0.70001686,0.5940847 | 0.40945683164537106,0.6933335712914452,0.5929870672613228
0.008289615712055647 | 0.4429113,0.3366486,0.8374054 | 0.4412116157590898,0.340533709105376,0.8302825441271112
0.013025930071060246 | 0.59343696,0.485285,0.64935845 | 0.6002865007612632,0.4770829807796049,0.6419096092552635
0.01318650489940209 | 0.5876827,0.6272196,0.51966417 | 0.592764386822892,0.6150547378486612,0.5199404303998637
0.012718753712417104 | 0.058284715,0.022576032,1.004373 | 0.06382403504312628,0.03170071106208766,0.9974575467000948
0.012632933203618647 | 0.24250941,0.9691116,0.089247555 | 0.24528995450672667,0.9642203324987715,0.10055838410618279
0.01786259379642707 | 0.57824636,0.66445786,0.47986194 | 0.5898948715683143,0.6511100914831665,0.4775768935639417
0.025745418002243906 | 0.788549,0.5009995,0.36095873 | 0.7794595493996173,0.4947827636888673,0.38423017529360176
0.021605248097092713 | 0.5554198,0.35552892,0.7600357 | 0.5443829911133706,0.3385199078561423,0.7674968605613504
0.023228295213007365 | 0.6190139,0.5119062,0.60408604 | 0.619167243230413,0.4905377915172312,0.6131921395483215
0.02829054734185285 | 0.99599755,0.08967326,0.038724035 | 0.9969843558301728,0.07637028420248684,0.013775845553969083
0.008336563558781452 | 0.55359083,0.794071,0.26596436 | 0.5479706157895827,0.7950996708190091,0.25989366613037906
0.012129943947611518 | 0.50523174,0.7116414,0.4955084 | 0.5053634740057068,0.7145669924024608,0.48373729700094953
0.024186630732972586 | 0.59898067,0.4697205,0.65640336 | 0.6035007426372689,0.446355744053067,0.6607218805118367
0.013961065800656241 | 0.51359063,0.384103,0.77551085 | 0.50084377731051,0.37904456415338184,0.7781264223216644
0.015312045444981253 | 0.6504681,0.5711028,0.50941193 | 0.6461229746152937,0.5598053995447605,0.5187899539455402
0.008199813550275822 | 0.42141536,0.25229695,0.8768839 | 0.416320450458764,0.2460740842137462,0.8752855691762421
0.013342369506162877 | 0.2882892,0.5659079,0.77961856 | 0.2941501709499396,0.5688910103903467,0.7680095671455999
0.008298351388172122 | 0.5663018,0.6838946,0.46612433 | 0.5638248562944415,0.67807790852514,0.4714996091140736
0.00819080207412122 | 0.5095537,0.6476374,0.5758988 | 0.5063430908079544,0.6402990459457167,0.5776104276690759
0.018344639126277266 | 0.38820365,0.18874815,0.90783304 | 0.37443044596703806,0.17687047713645232,0.9102300123872256
0.0054747009708136 | 0.41291726,0.5261665,0.75020415 | 0.40965922356210166,0.5251427961126592,0.7459251733528465
0.023393108340654018 | 0.41662315,0.27810037,0.8711118 | 0.42580513668394504,0.29335580627423985,0.8559394584307686
0.005289882168370208 | 0.043184325,0.9629831,0.27227154 | 0.047973988085852855,0.9614997866772138,0.2705857658614191
0.016557602316405146 | 0.8923194,0.43899265,0.09691575 | 0.8927383221581319,0.4361195322321196,0.11321679096282812
0.023853194789016912 | 0.37293527,0.078688666,0.93049353 | 0.35426489395739186,0.0935342278836636,0.930455658870193
0.020566326637864188 | 0.5205485,0.80070555,0.3060244 | 0.5360992937958466,0.787337398609584,0.3044624245162079
0.01715159663442874 | 0.60087436,0.6682233,0.44816205 | 0.598808461925653,0.6557711005874617,0.4597746073464075
0.007896956602510167 | 0.5017572,0.3731779,0.7870086 | 0.49684503801979957,0.3670238145767869,0.7864086264332356
0.020494761067626877 | 0.44174543,0.88213927,0.1887705 | 0.456371392683089,0.8715925096803433,0.17902974336578378
0.009272246936576517 | 0.5055706,0.8666319,0.03185752 | 0.5096614962694429,0.8599546265717668,0.026892368028976835
0.023950012511874973 | 0.641267,0.4758305,0.60943925 | 0.6496351777592945,0.4534044381859808,0.6102446650736939
0.017145172218954403 | 0.44174543,0.88213927,0.1887705 | 0.45208494614111505,0.8740925774985603,0.17771147243357277
0.010389657361771975 | 0.8095401,0.25468168,0.5354041 | 0.801164421014659,0.25945779330332225,0.5392747203368767
0.007427731552674939 | 0.7257247,0.6693983,0.17886838 | 0.7275196605987877,0.6634436864113636,0.1748073751393951
0.011140854712877464 | 0.22379668,0.7732771,0.60256886 | 0.2290014843499385,0.763508169398251,0.6038324232994255
0.00919428852414698 | 0.15158457,0.73691577,0.66497415 | 0.1542020640871056,0.7284706983092417,0.6674969401698573
0.02013508481482713 | 0.058284715,0.022576032,1.004373 | 0.06896790373848126,0.006912395372212665,0.99759493134445
0.012171812573079685 | 0.3618462,0.5139272,0.7828265 | 0.3661989349579659,0.5025649618603305,0.783151836584692
0.010008101003672089 | 0.62119186,0.7197788,0.3227242 | 0.6124601396592491,0.7194230551044423,0.32760196139944553
0.011590345915512099 | 0.5531829,0.7436608,0.38315883 | 0.5591986126079292,0.7398776210696381,0.3740026971797128
0.011435660820910064 | 0.9440358,0.21579236,0.25727913 | 0.9435136114008266,0.2048164518085804,0.2604463210911481
0.004180262169451913 | 0.020817893,0.91661733,0.40010598 | 0.016674344853021012,0.9161733123033325,0.4004352982029217
0.00964500828623023 | 0.5011809,0.77817357,0.3885714 | 0.4936571427588448,0.7753367300504271,0.39389793149734187
0.01637095253700883 | 0.49432802,0.188508,0.8535374 | 0.49858920239728693,0.20056534757041466,0.8433162802927475
0.010802180303342648 | 0.23207255,0.90011007,0.3765929 | 0.23097299218803052,0.8935141515262899,0.3850765351225161
0.011429791363584013 | 0.36390847,0.8174079,0.45217916 | 0.3625868896807244,0.8100457733355455,0.46082164937519626
0.014797573102493763 | 0.1488366,0.98095435,0.15111998 | 0.13514566876494907,0.9784452004518291,0.15614300473237475
0.03032998565034477 | 0.1284352,0.53202564,0.84247524 | 0.10122846979947672,0.519906181343828,0.8482041968196898
0.018677324253273443 | 0.5803257,0.64090556,0.50968856 | 0.5712894177758157,0.6321350606696321,0.5234822501380252
0.01282493579753316 | 0.287574,0.88458544,0.37529668 | 0.27524987426055536,0.8863841613037312,0.3722373239069792
0.014005535170382138 | 0.31056017,0.8805589,0.36740908 | 0.2988625995854423,0.8777136247410421,0.3745663352638256
0.005254942900014347 | 0.27071846,0.22819257,0.9397348 | 0.2720760838296246,0.22537738332887622,0.935510363219865
0.01525350887489894 | 0.60595095,0.7342427,0.31951222 | 0.6087171374256273,0.7222031120957437,0.32846021293845135
0.02695570725362985 | 0.59343696,0.485285,0.64935845 | 0.5798159449604038,0.4691519088256995,0.666115572866208
0.016891470947044223 | 0.45121282,0.7700576,0.4573411 | 0.44205461326342693,0.7639116878424839,0.47013471693778314
0.029313685673202364 | 0.023605304,0.375,0.9286968 | 0.0025300574020141724,0.35551922988582085,0.9346655423149692
0.00540453566776236 | 0.26592624,0.25399595,0.9339627 | 0.26195640643181356,0.25098246767228594,0.9318726533440395
0.023531519333597904 | 0.7982109,0.1682204,0.5848115 | 0.7813283072657593,0.16761139194038385,0.6011925627925133
0.016429935335693965 | 0.4967975,0.87312394,0.0031400023 | 0.5065907712143167,0.8621236406287874,0.010422033844181298
0.00981459364286001 | 0.6038228,0.3990364,0.6983294 | 0.594837828918427,0.40221309496695984,0.6959831776161773
0.010846070249788592 | 0.8042562,0.52891153,0.2802005 | 0.8083866682464554,0.5194101265510008,0.2769911822381151
0.007020711011382143 | 0.3996641,0.78427833,0.48261806 | 0.4034838976889265,0.7793279655983341,0.4794253501246193
0.007813208302334281 | 0.6274616,0.3245984,0.71551234 | 0.6197554882027194,0.32338797624968557,0.7150687740768307
0.019479341703132234 | 0.5919653,0.78925985,0.18193617 | 0.6054387135768782,0.7756075030184109,0.1785412147486419
0.012814917344412272 | 0.8391411,0.07003224,0.54525405 | 0.8368685355382736,0.05745069903102951,0.5443808146939707
0.02575343303305718 | 0.49255946,0.42789593,0.7658668 | 0.4859354673682906,0.40462556112866815,0.7746901811917275
0.013325436785815216 | 0.18690524,0.6969635,0.6971081 | 0.17449431184328143,0.6928385303696473,0.6996617082344632
0.011568058508973274 | 0.7210238,0.68073285,0.15488419 | 0.7259818971305358,0.6707630185071422,0.15174734937367187
0.02775381640816237 | 0.68642026,0.076669455,0.7308523 | 0.671184073270989,0.0550429336488143,0.7392443542176673
0.01543490987847955 | 0.79149705,0.5063195,0.3456457 | 0.796700635467337,0.5055879364371431,0.33113280715624144
0.013706621170104133 | 0.7042415,0.6560544,0.28157225 | 0.6959577243707162,0.6558144297137012,0.2924897941262685
0.01219915294900556 | 0.10632208,0.6916514,0.7178938 | 0.09748000014159348,0.6845618185412005,0.7224076177394307
0.019408242117194136 | 0.7083878,0.4953784,0.5091738 | 0.7099184093022121,0.4778528105950007,0.5173707988863262
0.021937467908319977 | 0.9818796,0.17130983,0.07903108 | 0.9859340917467505,0.15223077510212601,0.0689909982774261
0.006448114144509941 | 0.62760425,0.59430486,0.51328325 | 0.6224079711014098,0.5905115287622043,0.5137163146215535
0.02074106800268527 | 0.7347973,0.5532989,0.40156868 | 0.74368948523135,0.5345609821200918,0.40146046623687925
0.023066503759529535 | 0.6531708,0.42560983,0.6343407 | 0.6502761289908078,0.40446041584377,0.6430806544129709
0.010190217607386386 | 0.10713965,0.34807003,0.9350153 | 0.10096618527481638,0.35419598496160803,0.9297048099628868
0.014130683761990554 | 0.5742489,0.18015626,0.80533856 | 0.5795349408021738,0.1700377304382469,0.7970109300485351
0.028743869190731453 | 0.4017024,0.5279967,0.7544518 | 0.39350146004767383,0.5043674989867699,0.7686156561677492
0.017481144078146778 | 0.66083467,0.58758,0.47752813 | 0.6692536725947492,0.572890926089774,0.47317598050032217
0.011470753066480578 | 0.6750484,0.028582714,0.7448953 | 0.6770016758399351,0.03435833725396757,0.7351790500082698
0.009262802309577238 | 0.7852286,0.5949343,0.18658814 | 0.781742564750413,0.5923990456209218,0.19478689176858624
0.010131601184171534 | 0.7433793,0.20450526,0.64426655 | 0.7359077045749262,0.19840213597828565,0.647361137840786
0.011645606901008763 | 0.053314835,0.6670664,0.74521214 | 0.0625084070701728,0.660557989264377,0.7481683245530734
0.023770256406279392 | 0.359443,0.8582341,0.37829366 | 0.37541239246083363,0.8425348983401431,0.3862647805143487
0.008959798928948302 | 0.6485219,0.633069,0.43284187 | 0.6504199731360656,0.6297123271216524,0.4247543332524259
0.01580032185891877 | 0.6601564,0.70853007,0.2617776 | 0.6655927122258631,0.7040316650433652,0.247640376449573
0.006274208854930496 | 0.4429113,0.3366486,0.8374054 | 0.44097331178435056,0.3377579599021801,0.831542000632956
0.006340161406005386 | 0.8403404,0.34084314,0.4275442 | 0.8367110963789148,0.3373557651084889,0.43139961630078005
0.012636046108834419 | 0.74067307,0.5946351,0.3255075 | 0.7456521612496911,0.5839749837279538,0.32089885135911694
0.02199081001528875 | 0.47449857,0.8868267,0.019680709 | 0.47953720797577065,0.8766754154609347,0.03852638178183654
0.014214490023593988 | 0.79906565,0.22024933,0.56361336 | 0.7988412320751751,0.20611741586301238,0.5651267971124447
0.012697710697859119 | 0.47449857,0.8868267,0.019680709 | 0.46878495898337025,0.8827932159659171,0.030278706635416538
0.013655081478497064 | 0.85027206,0.1956588,0.4955121 | 0.8503582677915943,0.18212739359294783,0.49368049272937514
0.018089524004192895 | 0.92889297,0.114673354,0.35639688 | 0.9339003661063322,0.1055588997643449,0.3415954110742701
0.015654815576959198 | 0.28891587,0.925006,0.2526141 | 0.2880669552613414,0.9195577559443918,0.26726571566322305
0.020652998625124132 | 0.1989143,0.87442213,0.44953814 | 0.1783510577037221,0.8742869800187892,0.4514567274784916
0.012941829677899244 | 0.06056887,0.40476346,0.9142205 | 0.047698634831876356,0.4052615092849418,0.9129556119150954
0.011661727220690582 | 0.6383144,0.51154417,0.58378977 | 0.6421360644005821,0.5011709292861215,0.5800766970277438
0.005726469688608137 | 0.060173064,0.60529274,0.7968293 | 0.05850762336750062,0.5999226227478434,0.7979158506529591
0.013516928212438151 | 0.51636946,0.12798235,0.85260695 | 0.5034882551435895,0.13187664777030017,0.8538782856504384
0.019478804965390277 | 0.5803257,0.64090556,0.50968856 | 0.5858391874654323,0.6444879109283556,0.49135300863742165
0.018931978690067207 | 0.104224026,0.719644,0.6925902 | 0.1114176856047911,0.7043264410032523,0.7010780012510477
0.011364162041444971 | 0.45075974,0.8942496,0.0717347 | 0.45798059533481994,0.8858530385461487,0.07428437517620673
0.02012981504387896 | 0.97679144,0.056186877,0.21712837 | 0.9702009902841306,0.05455949038812565,0.23607901317203134
0.011398095969337394 | 0.3171385,0.84933573,0.42601874 | 0.30965748044298624,0.8460428649721096,0.43396280420732664
0.005378849678534823 | 0.13390552,0.99287266,0.06424078 | 0.1352531318178393,0.9889423267362751,0.06082486927983201
0.010348955878336013 | 0.43697903,0.8976038,0.09281269 | 0.43290227714256424,0.8956378914738783,0.1021194682761705
0.019000903067039027 | 0.76083106,0.058145344,0.6511728 | 0.7530969891808217,0.041656590103472745,0.6565894100484201
0.020745113157447773 | 0.6356988,0.54445654,0.55484515 | 0.6448284431393128,0.5446708346494203,0.5362182026011743
0.007991561457301533 | 0.46924442,0.78232163,0.4181998 | 0.4728293348174965,0.7752135651365599,0.41889897178712254
0.007474136706345756 | 0.17896877,0.98386675,0.08741078 | 0.1812497404920546,0.9790619550105413,0.09266185743065873
0.00891492874699441 | 0.111887395,0.4046527,0.9110452 | 0.11642418051189575,0.3970054922168322,0.910402136059557
0.0035825477043082547 | 0.1989143,0.87442213,0.44953814 | 0.1999357722610229,0.8716205002570386,0.4475526678526875
0.024866754699650433 | 0.11377162,0.063856594,0.99675393 | 0.09305644028162871,0.050305025136937444,0.9943892112086111
0.02329500149472926 | 0.122641265,0.9010748,0.4199598 | 0.12312390367484474,0.8894477880904564,0.4401399057173321
0.0057736626879208025 | 0.8254324,0.5720603,0.0114996135 | 0.8208400304564962,0.570965772091108,0.014823343097400314
0.015927562627500887 | 0.14301613,0.9567104,0.2638779 | 0.1344441903514005,0.9516212699199954,0.27630005124250645
0.008281538691408992 | 0.5554773,0.60105246,0.5862358 | 0.5539000787453215,0.5931695017498372,0.5842470752684833
0.01486586319001785 | 0.43586865,0.7547568,0.4981278 | 0.42292097946102236,0.7523812677025569,0.5050349226954735
0.021042081038658417 | 0.4210962,0.8547712,0.31328258 | 0.4042458048417447,0.8628035508429358,0.30357101627242267
0.008158455362037482 | 0.692821,0.4359705,0.5835833 | 0.6933839890429927,0.4296345414729004,0.5784745495803576
